"Locale.","Charter","Magnet.","Title.I.School.","Students.","Teachers.","Free.Lunch.","Reduced.Lunch.","grade","numOfStud2012","passing2012","meanScale2012","lev1Perc2012","lev5Perc2012","numOfStud2013","passing2013","meanScale2013","lev1Perc2013","lev5Perc2013","numOfStud2014","passing2014","meanScale2014","lev1Perc2014","lev5Perc2014","Workbooks.Ordered","Workbooks","Total.Wall.Posts","Unique.wall.posts","unique.log.ins","total.log.ins","teacher.unique.log.ins","teacher.total.log.ins","student.unique.log.ins","student.total.log.ins","total.views","unique.viewers","teacher.total.views","teacher.unique.viewers","student.total.views","student.unique.viewers","Total.Test.Yourself","Unique.Users.who.took.test.yourself","training","integrated","integrated.or.training","test.yourselfs.during.challene","users.with.test.yourself.during.challenge","is.AN","loginsPerExaminee","perc.free.lunch","perc.reduced.lunch","SeniorHigh","middleHigh","logLoginsPerExaminee"
"City: Small","No","No","Yes",1965,101,779,173,9,287,66,403,8,2,339,69,405,9,3,347,66,404,9,3,645,"yes",80,11,224,976,4,21,220,955,1871,130,26,3,1845,127,269,86,1,1,1,150,54,1,2.81556195965418,0.396437659033079,0.0880407124681934,0,0,1.03516187209592
"City: Small","Yes","No","No",967,65,254,71,9,169,69,403,8,4,225,68,403,10,3,205,56,401,7,4,40,"yes",0,0,23,112,0,0,23,112,86,15,0,0,86,15,93,17,1,1,1,6,2,0,0.551219512195122,0.262668045501551,0.0734229576008273,0,0,-0.595622160426068
"Suburb: Large","No","No","No",1272,74,172,57,9,56,61,405,7,5,69,68,405,6,3,65,82,410,3,5,0,"no",0,0,124,468,2,3,122,465,1180,103,6,2,1174,101,38,17,0,1,1,8,3,0,7.21538461538462,0.135220125786164,0.044811320754717,1,0,1.97621549855064
"City: Small","No","No","No",1646,86,468,73,9,184,75,410,4,5,159,81,414,5,9,127,92,422,3,16,40,"yes",0,0,137,396,2,17,135,379,762,113,231,2,531,111,158,115,1,1,1,4,2,1,3.1259842519685,0.284325637910085,0.0443499392466586,0,0,1.1397491942286
"Rural: Fringe","No","No","Yes",1906,101,892,156,9,182,13,372,43,1,195,13,371,48,0,206,20,381,33,0,180,"yes",0,0,11,27,2,5,9,22,55,9,7,1,48,8,2,2,1,0,1,0,0,0,0.135922330097087,0.467995802728227,0.0818467995802728,0,0,-1.99567165861438
"City: Small","No","No","Yes",1612,82,805,139,9,185,77,406,6,2,338,39,387,26,1,331,47,393,18,2,340,"yes",3,2,88,290,5,45,83,245,459,59,102,5,357,54,2,2,0,1,1,0,0,1,0.879154078549849,0.499379652605459,0.0862282878411911,0,0,-0.12879510820557
"Suburb: Large","No","No","Yes",2139,111,482,103,9,249,41,390,17,1,259,37,389,23,1,342,45,390,24,1,0,"no",2,2,306,1390,4,132,302,1258,1807,200,218,4,1589,196,542,148,1,1,1,131,65,0,4.0672514619883,0.22533894343151,0.048153342683497,0,0,1.40296745486084
"City: Small","No","Yes","Yes",3361,171,1235,304,9,382,48,395,14,1,402,51,396,17,4,313,55,397,13,2,1140,"yes",0,0,33,179,2,26,31,153,330,24,20,2,310,22,11,4,0,1,1,4,2,1,0.575079872204473,0.367450163641773,0.0904492710502827,0,0,-0.553246339649943
"Suburb: Large","No","No","Yes",2079,110,529,151,9,128,32,387,27,0,200,46,396,19,6,198,52,397,10,2,340,"yes",1,1,14,108,2,69,12,39,304,13,188,2,116,11,1,1,0,1,1,0,0,1,0.55050505050505,0.254449254449254,0.0726310726310726,0,0,-0.596919148465392
"Rural: Fringe","No","No","No",359,22,143,31,9,65,34,389,14,0,74,76,411,3,5,86,73,411,3,6,240,"yes",1,1,29,361,1,4,28,357,733,28,9,1,724,27,8,2,0,1,1,5,1,1,4.2093023255814,0.398328690807799,0.0863509749303621,0,0,1.43729691557226
"Suburb: Large","Yes","No","No",850,34,271,111,9,171,71,409,4,7,159,86,417,3,14,204,82,416,2,10,40,"yes",0,0,3,3,0,0,3,3,2,1,0,0,2,1,1,1,0,1,1,1,1,0,0.0196078431372549,0.318823529411765,0.130588235294118,0,0,-3.93182563272433
"Suburb: Large","No","Yes","Yes",2116,98,1139,214,9,399,40,391,22,2,392,46,392,24,2,406,42,393,21,2,445,"yes",0,0,84,371,3,18,81,353,853,60,46,3,807,57,49,17,0,1,1,3,2,1,0.916256157635468,0.5382797731569,0.101134215500945,0,0,-0.0874593053285861
"Suburb: Large","No","Yes","Yes",3361,158,2407,218,9,592,31,384,27,1,539,32,387,24,1,519,34,387,25,0,360,"yes",0,0,86,447,5,18,81,429,1488,73,11,3,1477,70,112,33,1,1,1,47,7,1,0.863198458574181,0.716155905980363,0.0648616483189527,1,0,-0.147110650750904
"Rural: Fringe","No","No","No",1853,97,552,93,9,232,59,401,9,3,273,70,407,5,5,268,69,404,8,2,280,"yes",183,1,122,1238,2,31,120,1207,2883,96,47,2,2836,94,106,30,0,1,1,65,14,1,4.62313432835821,0.297895304910955,0.0501888828926066,0,0,1.53107290111829
"Suburb: Large","No","No","Yes",1820,88,948,188,9,360,45,393,18,1,347,35,384,31,1,331,38,388,25,1,605,"yes",0,0,360,1411,7,55,353,1356,4980,349,229,7,4751,342,24,8,0,1,1,12,3,1,4.26586102719033,0.520879120879121,0.103296703296703,0,0,1.45064404267612
"Suburb: Large","No","No","Yes",1617,92,620,120,9,263,40,390,21,2,221,21,385,23,0,233,30,387,24,0,0,"no",0,0,36,92,0,0,36,92,103,11,0,0,103,11,27,5,1,0,1,18,2,0,0.399141630901288,0.383426097711812,0.0742115027829314,0,0,-0.918438960412445
"Suburb: Large","No","Yes","Yes",2230,114,1486,177,9,448,39,387,29,1,517,44,390,26,3,463,42,390,25,4,20,"yes",2,2,131,741,8,83,123,658,1553,62,73,2,1480,60,544,65,1,1,1,378,56,1,1.60259179265659,0.666367713004484,0.079372197309417,1,0,0.471622189081146
"Suburb: Large","No","Yes","Yes",2349,98,1092,248,9,410,50,394,18,2,367,53,399,11,2,445,47,394,17,0,429,"yes",269,19,312,1484,9,74,303,1410,3078,220,131,9,2947,211,767,172,0,1,1,80,16,1,3.33707865168539,0.464878671775224,0.105576841209025,0,0,1.20509576907056
"Town: Distant","No","No","No",1060,59,551,94,9,237,53,396,17,1,217,58,400,12,3,171,47,394,16,1,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.00584795321637427,0.519811320754717,0.0886792452830189,0,0,-5.14166355650266
"Suburb: Large","Yes","No","Yes",1164,70,712,50,9,214,52,397,11,1,200,49,394,14,1,188,65,404,3,2,326,"yes",143,12,67,621,2,6,65,615,1488,55,5,1,1483,54,454,44,0,0,0,234,26,1,3.30851063829787,0.611683848797251,0.0429553264604811,0,0,1.19649812990923
"Rural: Fringe","No","No","No",547,36,112,28,9,112,53,397,14,0,91,62,403,12,5,109,68,408,6,6,109,"yes",17,2,63,174,3,24,60,150,238,46,51,3,187,43,96,34,1,0,1,15,11,1,1.60550458715596,0.204753199268739,0.0511882998171846,0,0,0.47343809169437
"Suburb: Large","No","No","No",1328,77,790,102,9,251,43,390,25,1,195,34,385,34,2,271,38,389,27,3,145,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003690036900369,0.594879518072289,0.0768072289156626,0,0,-5.6021188208797
"Suburb: Large","No","Yes","Yes",3107,137,1997,392,9,598,44,389,26,2,585,53,397,18,4,536,57,399,18,5,400,"yes",4,2,211,1059,12,132,199,927,1824,139,258,9,1566,131,975,104,1,1,1,776,95,1,1.97761194029851,0.64274219504345,0.12616672030898,1,0,0.681890026035311
"City: Small","No","Yes","No",2401,123,368,100,9,296,66,406,9,7,394,84,416,4,15,379,77,416,3,22,460,"yes",3,2,95,320,6,23,89,297,981,73,64,5,917,68,68,9,0,0,0,19,5,1,0.846965699208443,0.153269471053728,0.041649312786339,0,0,-0.166095081952411
"Suburb: Large","No","No","Yes",1277,81,747,112,9,102,29,384,29,0,217,31,384,29,1,211,26,384,26,0,620,"yes",50,12,180,951,8,86,172,865,3072,160,234,8,2838,152,30,19,0,1,1,19,16,1,4.51184834123223,0.584964761158966,0.0877055599060298,0,0,1.5067069013153
"Suburb: Large","No","Yes","No",2825,143,624,117,9,297,59,400,9,2,217,67,404,7,6,237,77,412,6,8,160,"yes",1,1,173,461,4,18,169,443,237,39,23,2,214,37,446,102,1,1,1,15,7,1,1.94936708860759,0.220884955752212,0.0414159292035398,0,0,0.667504749946608
"Suburb: Small","No","No","No",1710,85,570,73,9,316,67,404,8,2,262,72,409,6,10,284,58,400,11,2,184,"yes",4,3,99,440,1,2,98,438,1110,88,2,1,1108,87,139,23,0,1,1,81,8,1,1.55281690140845,0.333333333333333,0.0426900584795322,0,0,0.44007063728564
"Suburb: Large","No","No","No",2108,111,1016,215,9,317,34,386,23,0,459,64,400,16,3,385,68,403,11,3,400,"yes",0,0,24,79,1,7,23,72,118,12,17,1,101,11,8,5,1,1,1,3,2,0,0.207792207792208,0.481973434535104,0.101992409867173,0,0,-1.5712166996139
"City: Midsize","No","No","Yes",2579,126,1084,162,9,423,41,391,17,0,539,49,395,16,3,457,60,401,9,2,20,"yes",62,16,102,388,0,0,102,388,504,64,0,0,504,64,66,23,1,1,1,39,16,1,0.851203501094092,0.420317952694843,0.0628150445909267,0,0,-0.161104047275758
"City: Midsize","No","Yes","Yes",2272,115,747,89,9,203,28,383,30,0,270,31,383,40,6,203,36,391,15,1,0,"no",0,0,117,984,3,8,114,976,1812,94,8,2,1804,92,398,57,1,1,1,156,36,0,4.85221674876847,0.328785211267606,0.0391725352112676,0,0,1.5794356621303
"Suburb: Large","No","No","No",2247,112,305,98,9,142,54,398,12,1,197,55,399,15,4,180,69,404,12,3,220,"yes",6,3,160,1064,4,64,156,1000,2057,130,131,3,1926,127,177,67,0,1,1,44,23,1,5.91666666666667,0.135736537605696,0.043613707165109,0,0,1.77777322725332
"City: Midsize","No","Yes","Yes",1679,77,1120,166,9,275,48,395,15,2,214,54,397,16,8,175,70,408,8,9,340,"yes",0,0,61,355,2,3,59,352,799,37,0,0,799,37,89,10,0,1,1,19,6,1,2.03428571428571,0.667063728409768,0.098868374032162,0,0,0.710144756928516
"Suburb: Large","No","Yes","Yes",2228,123,800,162,9,149,30,387,25,1,210,32,387,24,2,219,56,397,13,1,348,"yes",2,1,164,779,1,48,163,731,660,83,20,1,640,82,414,112,0,1,1,228,77,1,3.56164383561644,0.359066427289048,0.0727109515260323,0,0,1.27022218986714
"Suburb: Large","No","Yes","No",1488,82,241,90,9,37,62,404,3,3,93,92,432,2,44,96,84,418,2,16,80,"yes",0,0,50,180,2,4,48,176,344,31,7,1,337,32,81,15,0,0,0,41,13,1,1.88541666666667,0.161962365591398,0.0604838709677419,0,0,0.63414883979799
"Suburb: Large","No","Yes","No",525,25,154,46,9,92,77,409,3,2,96,88,415,1,2,95,94,421,0,16,260,"yes",27,2,67,305,1,9,66,296,1511,52,52,1,1459,51,49,11,1,1,1,15,3,1,3.22105263157895,0.293333333333333,0.0876190476190476,0,0,1.16970821035184
"Suburb: Large","No","No","No",1600,83,356,88,9,282,70,405,6,2,291,67,408,6,7,335,68,406,9,7,81,"yes",41,6,105,657,2,33,103,624,1323,57,32,2,1291,55,213,62,1,1,1,208,62,1,1.96417910447761,0.2225,0.055,0,0,0.675074399500251
"Town: Remote","No","No","Yes",1232,69,590,89,9,263,40,388,25,0,249,42,389,26,1,222,33,386,27,0,400,"yes",5,1,88,430,6,62,82,368,738,70,109,5,629,66,38,9,0,1,1,7,3,1,1.94144144144144,0.478896103896104,0.0722402597402597,0,0,0.663430708231468
"Suburb: Large","No","Yes","Yes",2034,105,1072,276,9,83,41,388,23,0,160,45,392,19,1,157,40,392,16,0,300,"yes",1,1,98,209,3,21,95,188,473,82,95,3,378,79,9,4,0,1,1,3,2,1,1.33757961783439,0.527040314650934,0.135693215339233,0,0,0.290861725369161
"Suburb: Large","No","Yes","Yes",1521,88,485,98,9,144,24,384,25,0,128,55,395,17,2,83,69,406,4,5,0,"no",0,0,37,181,3,5,34,176,410,22,22,2,388,20,130,18,1,1,1,30,10,0,2.19277108433735,0.318869165023011,0.064431295200526,0,0,0.785166079280198
"Suburb: Midsize","No","No","Yes",1237,66,424,105,9,225,45,393,19,1,194,43,392,22,1,151,56,401,8,1,80,"yes",1,1,168,851,6,55,162,796,1270,129,91,5,1179,124,784,122,1,0,1,291,82,1,5.64238410596027,0.342764753435732,0.0848827809215845,0,0,1.73030669001439
"Rural: Fringe","No","No","Yes",638,39,284,55,9,132,54,396,12,0,127,68,404,8,3,103,40,390,18,1,320,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970873786407767,0.445141065830721,0.0862068965517241,0,0,-4.63472898822964
"Suburb: Midsize","No","No","Yes",1255,80,788,115,9,282,22,380,32,0,301,36,386,29,1,223,37,387,27,2,0,"no",15,3,94,822,1,27,93,795,1835,91,155,1,1680,90,13,7,1,1,1,1,1,0,3.69058295964126,0.627888446215139,0.0916334661354582,0,0,1.30578442921695
"City: Large","No","No","Yes",1578,84,743,76,9,292,37,386,25,0,187,40,389,25,1,193,36,387,25,2,160,"yes",1,1,93,349,2,14,91,335,822,57,10,1,812,56,160,25,0,1,1,111,17,1,1.81347150259067,0.47084917617237,0.0481622306717364,0,0,0.595242965578574
"Suburb: Large","No","No","No",68,8,41,6,9,14,7,374,36,0,18,6,364,72,0,10,20,381,40,0,0,"no",0,0,5,7,0,0,5,7,8,2,0,0,8,2,0,0,0,1,1,0,0,0,0.8,0.602941176470588,0.0882352941176471,0,0,-0.22314355131421
"Suburb: Large","No","No","No",3016,152,771,184,9,432,59,401,9,3,429,65,404,12,7,369,60,401,12,4,1140,"yes",0,0,101,331,5,10,96,321,350,47,4,1,346,46,155,11,1,1,1,70,7,1,0.899728997289973,0.255636604774536,0.0610079575596817,0,0,-0.105661675124039
"City: Small","No","No","No",1282,76,402,40,9,127,39,390,17,1,148,77,412,3,9,146,66,405,5,3,2,"yes",0,0,8,14,3,4,5,10,12,3,1,1,11,2,3,3,0,1,1,0,0,0,0.102739726027397,0.313572542901716,0.031201248049922,0,0,-2.27555642060613
"Rural: Fringe","No","Yes","Yes",598,34,250,66,9,56,61,404,4,4,52,79,415,4,15,53,70,407,8,4,40,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679245283019,0.418060200668896,0.110367892976589,0,0,-3.97029191355212
"Suburb: Large","No","No","Yes",112,10,83,9,9,19,47,399,11,0,19,37,391,21,0,15,33,380,47,0,80,"yes",0,0,3,35,0,0,3,35,56,1,0,0,56,1,8,2,1,1,1,0,0,0,2.4,0.741071428571429,0.0803571428571429,0,0,0.8754687373539
"Suburb: Midsize","No","No","Yes",818,46,391,60,9,163,32,387,25,0,122,60,400,11,2,145,67,404,8,6,320,"yes",364,7,139,681,4,60,135,621,646,58,201,4,445,54,387,97,1,0,1,247,84,1,4.70344827586207,0.47799511002445,0.0733496332518337,0,0,1.54829591542289
"Town: Distant","No","No","No",619,50,280,41,9,109,61,400,8,1,117,54,397,15,2,110,60,402,11,1,180,"yes",381,37,197,1366,4,71,193,1295,2168,176,125,4,2043,172,471,156,1,1,1,22,10,1,12.4272727272727,0.452342487883683,0.0662358642972536,0,0,2.51989347093153
"Rural: Fringe","No","No","Yes",2627,137,1033,257,9,412,27,380,34,0,307,52,396,15,0,259,56,398,12,2,1365,"yes",82,25,289,1435,10,156,279,1279,2958,195,723,9,2235,186,829,121,1,1,1,349,47,1,5.54440154440154,0.393224210125619,0.097830224590788,0,0,1.71278868790863
"Suburb: Large","No","Yes","Yes",2989,132,1393,261,9,439,45,392,19,1,451,44,389,24,1,284,38,389,23,1,480,"yes",5,1,212,1003,6,92,206,911,1644,161,309,6,1335,155,536,107,1,1,1,358,84,1,3.53521126760563,0.466042154566745,0.0873201739712278,0,0,1.26277306209047
"City: Small","No","Yes","Yes",1810,85,849,133,9,237,55,400,12,5,307,57,404,13,12,320,63,403,13,5,501,"yes",3,2,129,477,3,61,126,416,719,53,332,3,387,50,309,77,1,1,1,105,58,1,1.49375,0.469060773480663,0.0734806629834254,0,0,0.401289736697684
"City: Small","No","No","No",1866,93,546,164,9,229,82,411,3,5,349,81,416,7,19,307,84,419,5,20,360,"yes",2,2,61,318,2,3,59,315,248,22,0,0,248,22,89,28,1,1,1,64,13,1,1.03908794788274,0.292604501607717,0.0878885316184352,1,0,0.0383433551976474
"Rural: Distant","No","No","Yes",393,29,214,62,9,52,50,399,8,0,77,53,401,6,5,89,34,384,25,0,0,"no",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0.544529262086514,0.157760814249364,0,0,-3.79548918917219
"City: Small","No","No","Yes",2802,135,1115,184,9,334,25,381,28,0,283,22,381,30,1,312,23,383,28,1,0,"no",67,7,147,286,4,10,143,276,531,68,9,2,522,66,161,74,1,0,1,4,3,0,0.919871794871795,0.397930049964311,0.065667380442541,0,0,-0.0835209720498613
"Suburb: Large","No","No","No",2022,108,166,39,9,147,67,407,5,3,133,63,405,5,5,153,51,397,14,3,0,"no",12,4,153,534,2,12,151,522,1057,103,3,1,1054,102,72,33,0,1,1,20,8,0,3.49673202614379,0.0820969337289812,0.0192878338278932,0,0,1.25182882550357
"City: Small","Yes","No","No",2488,160,526,188,9,104,93,418,0,10,124,90,414,2,9,119,93,418,0,8,180,"yes",93,11,203,1100,4,53,199,1047,827,93,64,2,763,91,917,196,1,1,1,258,79,1,9.25210084033614,0.211414790996785,0.0755627009646302,0,0,2.22485064361115
"Rural: Distant","No","No","No",1230,68,366,86,9,187,45,392,21,1,174,56,398,16,2,201,55,400,10,1,680,"yes",115,13,137,1013,6,108,131,905,1488,91,389,5,1099,86,642,72,0,1,1,247,43,1,5.04477611940298,0.297560975609756,0.0699186991869919,0,0,1.61835327609205
"Town: Distant","No","No","No",745,51,346,73,9,177,60,401,10,3,159,75,411,8,16,131,72,407,2,3,131,"yes",0,0,11,28,2,12,9,16,32,7,14,2,18,5,7,4,1,0,1,1,1,0,0.221374045801527,0.464429530201342,0.0979865771812081,0,0,-1.50790149321468
"City: Small","No","Yes","Yes",1646,92,668,128,9,222,68,406,5,3,175,71,407,7,5,127,57,401,9,2,0,"no",1,1,16,51,0,0,16,51,11,2,0,0,11,2,5,3,0,0,0,4,3,0,0.409448818897638,0.405832320777643,0.0777642770352369,1,0,-0.892943367877164
"Rural: Fringe","No","No","Yes",1324,66,637,133,9,280,46,393,18,3,276,51,393,22,0,297,41,391,22,0,0,"no",0,0,13,53,2,22,11,31,71,6,64,2,7,4,6,5,0,0,0,4,3,0,0.181818181818182,0.481117824773414,0.100453172205438,0,0,-1.70474809223843
"Suburb: Large","No","Yes","No",2155,100,1138,174,9,364,36,388,25,1,384,45,394,17,2,361,25,383,30,0,1820,"yes",86,28,422,2916,5,95,417,2821,8584,359,163,2,8421,357,674,162,1,1,1,155,39,1,8.0803324099723,0.528074245939675,0.0807424593967517,0,0,2.08943301153484
"Suburb: Large","No","Yes","No",2403,129,631,109,9,267,65,402,8,2,331,65,403,10,4,310,65,405,9,5,160,"yes",18,3,64,173,5,10,59,163,257,40,20,4,237,37,29,14,0,0,0,18,11,1,0.561290322580645,0.262588431127757,0.0453599667082813,0,0,-0.577516998264663
"Suburb: Large","No","No","No",1461,85,520,141,9,248,56,399,14,3,275,64,403,11,3,275,71,407,6,4,605,"yes",21,6,158,1263,5,97,153,1166,1187,103,248,5,939,98,1106,113,1,1,1,696,94,1,4.59636363636364,0.355920602327173,0.0965092402464066,0,0,1.52526547704023
"Suburb: Large","No","Yes","No",2120,115,432,92,9,269,48,394,19,1,247,67,405,10,6,196,65,407,9,7,40,"yes",0,0,66,320,3,5,63,315,656,54,5,3,651,53,113,18,0,0,0,68,18,1,1.63775510204082,0.20377358490566,0.0433962264150943,0,0,0.493326463899499
"Suburb: Large","No","No","No",2704,121,485,176,9,438,83,413,3,7,438,71,410,8,11,459,76,412,5,13,1090,"yes",32,7,312,1765,5,116,307,1649,3030,244,163,5,2867,239,768,89,0,1,1,640,49,1,3.84749455337691,0.179363905325444,0.0650887573964497,0,0,1.34742217110336
"Suburb: Large","No","No","Yes",1261,64,376,104,9,157,92,417,0,9,171,91,418,1,12,127,94,420,1,11,240,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0.29817605075337,0.0824742268041237,0,0,-4.84418708645859
"Rural: Distant","No","No","Yes",477,33,337,19,9,68,28,383,29,0,51,33,383,29,0,41,7,375,29,0,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390243902439,0.706498951781971,0.039832285115304,0,0,-3.71357206670431
"Town: Fringe","No","No","Yes",1031,51,276,80,9,250,62,401,16,3,228,53,400,11,4,219,65,404,11,6,300,"yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0.267701260911736,0.0775945683802134,0,0,-5.3890717298165
"Suburb: Large","No","No","Yes",3473,154,1147,139,9,595,50,394,18,1,602,63,401,16,6,340,35,387,29,2,140,"yes",277,21,410,1448,0,0,410,1448,2186,291,0,0,2186,291,1950,201,1,1,1,939,109,1,4.26176470588235,0.330262021307227,0.0400230348401958,0,0,1.44968332471048
"Rural: Fringe","No","Yes","No",2328,107,1193,233,9,472,59,400,14,5,473,66,406,11,10,516,56,399,15,3,1125,"yes",63,7,503,2695,5,99,498,2596,7029,479,403,5,6626,474,637,96,1,1,1,162,33,1,5.22480620155039,0.512457044673539,0.100085910652921,0,0,1.65341770655064
"Suburb: Large","No","No","No",3121,136,786,250,9,698,54,397,18,5,538,71,409,11,13,590,62,403,15,7,760,"yes",4,4,132,654,3,46,129,608,1915,102,259,3,1656,99,226,36,0,1,1,109,22,1,1.11016949152542,0.25184235821852,0.0801025312399872,0,0,0.104512698735487
"Suburb: Large","No","Yes","Yes",2086,82,1638,175,9,395,50,394,20,3,458,62,401,17,9,314,62,403,12,10,60,"yes",0,0,50,256,4,4,46,252,612,34,0,0,612,34,18,8,1,1,1,8,4,1,0.818471337579618,0.785234899328859,0.0838926174496644,1,0,-0.200316901013034
"Rural: Distant","No","No","Yes",386,27,183,25,9,62,76,407,3,3,57,40,395,12,2,41,49,398,10,0,185,"yes",21,6,60,187,2,14,58,173,273,29,5,1,268,28,85,41,0,1,1,40,21,1,4.58536585365854,0.474093264248705,0.0647668393782383,0,0,1.52286989612564
"Suburb: Large","No","No","Yes",2405,128,906,135,9,138,29,383,28,0,222,26,381,36,1,300,37,387,24,1,645,"yes",0,0,58,281,5,31,53,250,568,43,57,5,511,38,15,8,0,1,1,6,4,1,0.94,0.376715176715177,0.0561330561330561,0,0,-0.0618754037180875
"City: Large","No","Yes","Yes",988,56,677,45,9,149,28,383,29,1,186,25,382,29,0,188,35,387,23,0,0,"no",1,1,132,396,5,35,127,361,1064,110,72,3,992,107,123,25,0,1,1,5,1,0,2.11170212765957,0.685222672064777,0.0455465587044534,0,0,0.747494317857241
"Suburb: Large","No","Yes","No",2146,125,663,79,9,268,44,390,22,0,308,63,403,13,7,323,59,403,14,7,340,"yes",7,5,54,150,1,1,53,149,159,31,0,0,159,31,74,15,0,0,0,56,12,1,0.46749226006192,0.308946877912395,0.0368126747437092,0,0,-0.760372486407732
"Town: Distant","No","No","No",592,38,309,65,9,107,69,407,6,6,110,67,406,7,5,98,56,401,7,1,0,"no",0,0,7,9,0,0,7,9,18,6,0,0,18,6,2,1,0,0,0,0,0,0,0.102040816326531,0.521959459459459,0.109797297297297,0,0,-2.28238238567653
"City: Small","No","No","No",1716,90,852,116,9,388,45,389,23,1,367,50,394,20,1,413,28,385,27,1,0,"no",106,16,185,803,3,33,182,770,2415,170,29,2,2386,168,431,129,1,1,1,28,12,0,1.94673123486683,0.496503496503497,0.0675990675990676,1,0,0.666151676217934
"Suburb: Large","No","Yes","No",3207,169,911,148,9,466,54,398,16,6,447,55,401,14,8,293,59,403,9,7,160,"yes",0,0,132,812,1,1,131,811,2613,121,4,1,2609,120,56,11,1,1,1,10,3,1,2.77474402730375,0.28406610539445,0.04614904895541,0,0,1.02055850053074
"Suburb: Large","No","No","No",2139,118,711,210,9,357,52,394,20,3,320,47,394,18,3,350,58,398,13,3,840,"yes",73,8,193,936,1,4,192,932,3289,140,1,1,3288,140,10,6,0,1,1,3,2,1,2.67714285714286,0.332398316970547,0.0981767180925666,0,0,0.984750127754963
"Suburb: Large","No","No","No",2002,104,510,129,9,285,60,398,13,1,337,63,404,9,6,291,67,403,10,3,340,"yes",881,4,32,91,3,10,29,81,94,16,19,3,75,13,10,6,1,1,1,0,0,0,0.316151202749141,0.254745254745255,0.0644355644355644,0,0,-1.15153469012245
"City: Large","No","Yes","Yes",146,14,107,10,9,24,58,399,4,0,22,45,397,9,5,20,80,405,10,5,25,"yes",0,0,3,9,0,0,3,9,5,2,0,0,5,2,2,2,1,1,1,0,0,0,0.5,0.732876712328767,0.0684931506849315,0,0,-0.693147180559945
"Town: Fringe","No","No","No",1094,57,358,64,9,215,65,404,8,7,231,69,407,7,9,230,73,408,8,8,0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0.327239488117002,0.0585009140767824,0,0,-5.4380793089232
"Suburb: Small","No","No","No",1510,87,801,114,9,162,43,394,14,2,236,51,397,16,3,322,38,389,25,1,400,"yes",270,12,83,1556,3,48,80,1508,3855,67,66,3,3789,64,177,26,1,1,1,60,16,1,4.83540372670807,0.53046357615894,0.0754966887417219,0,0,1.57596462628959
